"","Country_Region","confirmed","deaths","recovered","date"
"1","Hong Kong",NA,NA,NA,2020-01-22
"2","Japan",2,NA,NA,2020-01-22
"3","Macau",1,NA,NA,2020-01-22
"4","Mainland China",NA,NA,NA,2020-01-22
"5","South Korea",1,NA,NA,2020-01-22
"6","Taiwan",1,NA,NA,2020-01-22
"7","Thailand",2,NA,NA,2020-01-22
"8","US",1,NA,NA,2020-01-22
"9","Australia",NA,NA,NA,2020-01-23
"10","Brazil",NA,NA,NA,2020-01-23
"11","Colombia",NA,NA,NA,2020-01-23
"12","Hong Kong",2,NA,NA,2020-01-23
"13","Japan",1,NA,NA,2020-01-23
"14","Macau",2,NA,NA,2020-01-23
"15","Mainland China",NA,NA,NA,2020-01-23
"16","Malaysia",NA,NA,NA,2020-01-23
"17","Mexico",NA,NA,NA,2020-01-23
"18","Philippines",NA,NA,NA,2020-01-23
"19","Singapore",1,NA,NA,2020-01-23
"20","South Korea",1,NA,NA,2020-01-23
"21","Taiwan",1,NA,NA,2020-01-23
"22","Thailand",3,NA,NA,2020-01-23
"23","US",1,NA,NA,2020-01-23
"24","Vietnam",2,NA,NA,2020-01-23
"25","France",2,NA,NA,2020-01-24
"26","Hong Kong",2,NA,NA,2020-01-24
"27","Japan",2,NA,NA,2020-01-24
"28","Macau",2,NA,NA,2020-01-24
"29","Mainland China",NA,NA,NA,2020-01-24
"30","Singapore",3,NA,NA,2020-01-24
"31","South Korea",2,NA,NA,2020-01-24
"32","Taiwan",3,NA,NA,2020-01-24
"33","Thailand",5,NA,NA,2020-01-24
"34","US",2,NA,NA,2020-01-24
"35","Vietnam",2,NA,NA,2020-01-24
"36","Australia",4,NA,NA,2020-01-25
"37","France",3,NA,NA,2020-01-25
"38","Hong Kong",5,NA,NA,2020-01-25
"39","Japan",2,NA,NA,2020-01-25
"40","Macau",2,NA,NA,2020-01-25
"41","Mainland China",1399,NA,NA,2020-01-25
"42","Malaysia",3,NA,NA,2020-01-25
"43","Nepal",1,NA,NA,2020-01-25
"44","Singapore",3,NA,NA,2020-01-25
"45","South Korea",2,NA,NA,2020-01-25
"46","Taiwan",3,NA,NA,2020-01-25
"47","Thailand",7,NA,NA,2020-01-25
"48","US",2,NA,NA,2020-01-25
"49","Vietnam",2,NA,NA,2020-01-25
"50","Australia",4,NA,NA,2020-01-26
"51","Canada",1,NA,NA,2020-01-26
"52","France",3,NA,NA,2020-01-26
"53","Hong Kong",8,NA,NA,2020-01-26
"54","Japan",4,NA,1,2020-01-26
"55","Macau",5,NA,NA,2020-01-26
"56","Mainland China",2062,NA,NA,2020-01-26
"57","Malaysia",4,NA,NA,2020-01-26
"58","Nepal",1,NA,NA,2020-01-26
"59","Singapore",4,NA,NA,2020-01-26
"60","South Korea",3,NA,NA,2020-01-26
"61","Taiwan",4,NA,NA,2020-01-26
"62","Thailand",8,NA,2,2020-01-26
"63","US",5,NA,NA,2020-01-26
"64","Vietnam",2,NA,NA,2020-01-26
"65","Australia",5,NA,NA,2020-01-27
"66","Cambodia",1,NA,NA,2020-01-27
"67","Canada",1,NA,NA,2020-01-27
"68","France",3,NA,NA,2020-01-27
"69","Hong Kong",8,NA,NA,2020-01-27
"70","Ivory Coast",1,NA,NA,2020-01-27
"71","Japan",4,NA,1,2020-01-27
"72","Macau",6,NA,NA,2020-01-27
"73","Mainland China",2863,NA,NA,2020-01-27
"74","Malaysia",4,NA,NA,2020-01-27
"75","Nepal",1,NA,NA,2020-01-27
"76","Singapore",5,NA,NA,2020-01-27
"77","South Korea",4,NA,NA,2020-01-27
"78","Sri Lanka",1,NA,NA,2020-01-27
"79","Taiwan",5,NA,NA,2020-01-27
"80","Thailand",8,NA,2,2020-01-27
"81","US",5,NA,NA,2020-01-27
"82","Vietnam",2,NA,NA,2020-01-27
"83","Australia",5,NA,NA,2020-01-28
"84","Cambodia",1,NA,NA,2020-01-28
"85","Canada",2,NA,NA,2020-01-28
"86","France",4,NA,NA,2020-01-28
"87","Germany",4,NA,NA,2020-01-28
"88","Hong Kong",8,NA,NA,2020-01-28
"89","Japan",7,NA,1,2020-01-28
"90","Macau",7,NA,NA,2020-01-28
"91","Mainland China",5494,NA,NA,2020-01-28
"92","Malaysia",4,NA,NA,2020-01-28
"93","Nepal",1,NA,NA,2020-01-28
"94","Singapore",7,NA,NA,2020-01-28
"95","South Korea",4,NA,NA,2020-01-28
"96","Sri Lanka",1,NA,NA,2020-01-28
"97","Taiwan",8,NA,NA,2020-01-28
"98","Thailand",14,NA,5,2020-01-28
"99","US",5,NA,NA,2020-01-28
"100","Vietnam",2,NA,NA,2020-01-28
"101","Australia",5,NA,NA,2020-01-29
"102","Cambodia",1,NA,NA,2020-01-29
"103","Canada",2,NA,NA,2020-01-29
"104","Finland",1,NA,NA,2020-01-29
"105","France",5,NA,NA,2020-01-29
"106","Germany",4,NA,NA,2020-01-29
"107","Hong Kong",10,NA,NA,2020-01-29
"108","Japan",7,NA,1,2020-01-29
"109","Macau",7,NA,NA,2020-01-29
"110","Mainland China",6070,NA,NA,2020-01-29
"111","Malaysia",7,NA,NA,2020-01-29
"112","Nepal",1,NA,NA,2020-01-29
"113","Singapore",7,NA,NA,2020-01-29
"114","South Korea",4,NA,NA,2020-01-29
"115","Sri Lanka",1,NA,NA,2020-01-29
"116","Taiwan",8,NA,NA,2020-01-29
"117","Thailand",14,NA,5,2020-01-29
"118","United Arab Emirates",4,NA,NA,2020-01-29
"119","US",5,NA,NA,2020-01-29
"120","Vietnam",2,NA,NA,2020-01-29
"121","Australia",9,NA,NA,2020-01-30
"122","Cambodia",1,NA,NA,2020-01-30
"123","Canada",3,NA,NA,2020-01-30
"124","Finland",1,NA,NA,2020-01-30
"125","France",5,NA,NA,2020-01-30
"126","Germany",4,NA,NA,2020-01-30
"127","Hong Kong",10,NA,NA,2020-01-30
"128","India",1,NA,NA,2020-01-30
"129","Japan",11,NA,1,2020-01-30
"130","Macau",7,NA,NA,2020-01-30
"131","Mainland China",8124,NA,NA,2020-01-30
"132","Malaysia",8,NA,NA,2020-01-30
"133","Nepal",1,NA,NA,2020-01-30
"134","Philippines",1,NA,NA,2020-01-30
"135","Singapore",10,NA,NA,2020-01-30
"136","South Korea",4,NA,NA,2020-01-30
"137","Sri Lanka",1,NA,NA,2020-01-30
"138","Taiwan",9,NA,NA,2020-01-30
"139","Thailand",14,NA,5,2020-01-30
"140","United Arab Emirates",4,NA,NA,2020-01-30
"141","US",5,NA,NA,2020-01-30
"142","Vietnam",2,NA,NA,2020-01-30
"143","Australia",9,NA,NA,2020-01-31
"144","Cambodia",1,NA,NA,2020-01-31
"145","Canada",3,NA,NA,2020-01-31
"146","Finland",1,NA,NA,2020-01-31
"147","France",5,NA,NA,2020-01-31
"148","Germany",5,NA,NA,2020-01-31
"149","Hong Kong",12,NA,NA,2020-01-31
"150","India",1,NA,NA,2020-01-31
"151","Italy",2,NA,NA,2020-01-31
"152","Japan",15,NA,1,2020-01-31
"153","Macau",7,NA,NA,2020-01-31
"154","Mainland China",9783,NA,NA,2020-01-31
"155","Malaysia",8,NA,NA,2020-01-31
"156","Nepal",1,NA,NA,2020-01-31
"157","Philippines",1,NA,NA,2020-01-31
"158","Russia",2,NA,NA,2020-01-31
"159","Singapore",13,NA,NA,2020-01-31
"160","South Korea",11,NA,NA,2020-01-31
"161","Sri Lanka",1,NA,NA,2020-01-31
"162","Sweden",1,NA,NA,2020-01-31
"163","Taiwan",10,NA,NA,2020-01-31
"164","Thailand",19,NA,5,2020-01-31
"165","UK",2,NA,NA,2020-01-31
"166","United Arab Emirates",4,NA,NA,2020-01-31
"167","US",6,NA,NA,2020-01-31
"168","Vietnam",2,NA,NA,2020-01-31
"169","Australia",12,0,2,2020-02-01
"170","Cambodia",1,0,0,2020-02-01
"171","Canada",4,0,0,2020-02-01
"172","Finland",1,0,0,2020-02-01
"173","France",6,0,0,2020-02-01
"174","Germany",8,0,0,2020-02-01
"175","Hong Kong",13,0,0,2020-02-01
"176","India",1,0,0,2020-02-01
"177","Italy",2,0,0,2020-02-01
"178","Japan",20,0,1,2020-02-01
"179","Macau",7,0,0,2020-02-01
"180","Mainland China",11871,259,275,2020-02-01
"181","Malaysia",8,0,0,2020-02-01
"182","Nepal",1,0,0,2020-02-01
"183","Philippines",1,0,0,2020-02-01
"184","Russia",2,0,0,2020-02-01
"185","Singapore",16,0,0,2020-02-01
"186","South Korea",12,0,0,2020-02-01
"187","Spain",1,0,0,2020-02-01
"188","Sri Lanka",1,0,0,2020-02-01
"189","Sweden",1,0,0,2020-02-01
"190","Taiwan",10,0,0,2020-02-01
"191","Thailand",19,0,5,2020-02-01
"192","UK",2,0,0,2020-02-01
"193","United Arab Emirates",4,0,0,2020-02-01
"194","US",8,0,0,2020-02-01
"195","Vietnam",6,0,1,2020-02-01
"196","Australia",12,0,2,2020-02-02
"197","Cambodia",1,0,0,2020-02-02
"198","Canada",4,0,0,2020-02-02
"199","Finland",1,0,0,2020-02-02
"200","France",6,0,0,2020-02-02
"201","Germany",10,0,0,2020-02-02
"202","Hong Kong",15,0,0,2020-02-02
"203","India",2,0,0,2020-02-02
"204","Italy",2,0,0,2020-02-02
"205","Japan",20,0,1,2020-02-02
"206","Macau",8,0,0,2020-02-02
"207","Mainland China",16607,361,463,2020-02-02
"208","Malaysia",8,0,0,2020-02-02
"209","Nepal",1,0,0,2020-02-02
"210","Philippines",2,1,0,2020-02-02
"211","Russia",2,0,0,2020-02-02
"212","Singapore",18,0,0,2020-02-02
"213","South Korea",15,0,0,2020-02-02
"214","Spain",1,0,0,2020-02-02
"215","Sri Lanka",1,0,0,2020-02-02
"216","Sweden",1,0,0,2020-02-02
"217","Taiwan",10,0,0,2020-02-02
"218","Thailand",19,0,5,2020-02-02
"219","UK",2,0,0,2020-02-02
"220","United Arab Emirates",5,0,0,2020-02-02
"221","US",8,0,0,2020-02-02
"222","Vietnam",6,0,1,2020-02-02
"223","Australia",12,0,2,2020-02-03
"224","Cambodia",1,0,0,2020-02-03
"225","Canada",4,0,0,2020-02-03
"226","Finland",1,0,0,2020-02-03
"227","France",6,0,0,2020-02-03
"228","Germany",12,0,0,2020-02-03
"229","Hong Kong",15,0,0,2020-02-03
"230","India",3,0,0,2020-02-03
"231","Italy",2,0,0,2020-02-03
"232","Japan",20,0,1,2020-02-03
"233","Macau",8,0,0,2020-02-03
"234","Mainland China",19693,425,614,2020-02-03
"235","Malaysia",8,0,0,2020-02-03
"236","Nepal",1,0,0,2020-02-03
"237","Philippines",2,1,0,2020-02-03
"238","Russia",2,0,0,2020-02-03
"239","Singapore",18,0,0,2020-02-03
"240","South Korea",15,0,0,2020-02-03
"241","Spain",1,0,0,2020-02-03
"242","Sri Lanka",1,0,0,2020-02-03
"243","Sweden",1,0,0,2020-02-03
"244","Taiwan",10,0,0,2020-02-03
"245","Thailand",19,0,5,2020-02-03
"246","UK",2,0,0,2020-02-03
"247","United Arab Emirates",5,0,0,2020-02-03
"248","US",11,0,0,2020-02-03
"249","Vietnam",8,0,1,2020-02-03
"250","Australia",13,0,2,2020-02-04
"251","Belgium",1,0,0,2020-02-04
"252","Cambodia",1,0,0,2020-02-04
"253","Canada",4,0,0,2020-02-04
"254","Finland",1,0,0,2020-02-04
"255","France",6,0,0,2020-02-04
"256","Germany",12,0,0,2020-02-04
"257","Hong Kong",17,1,0,2020-02-04
"258","India",3,0,0,2020-02-04
"259","Italy",2,0,0,2020-02-04
"260","Japan",22,0,1,2020-02-04
"261","Macau",10,0,0,2020-02-04
"262","Mainland China",23680,490,843,2020-02-04
"263","Malaysia",10,0,0,2020-02-04
"264","Nepal",1,0,0,2020-02-04
"265","Philippines",2,1,0,2020-02-04
"266","Russia",2,0,0,2020-02-04
"267","Singapore",24,0,0,2020-02-04
"268","South Korea",16,0,0,2020-02-04
"269","Spain",1,0,0,2020-02-04
"270","Sri Lanka",1,0,0,2020-02-04
"271","Sweden",1,0,0,2020-02-04
"272","Taiwan",11,0,0,2020-02-04
"273","Thailand",25,0,5,2020-02-04
"274","UK",2,0,0,2020-02-04
"275","United Arab Emirates",5,0,0,2020-02-04
"276","US",11,0,0,2020-02-04
"277","Vietnam",8,0,1,2020-02-04
"278","Australia",13,0,2,2020-02-05
"279","Belgium",1,0,0,2020-02-05
"280","Cambodia",1,0,0,2020-02-05
"281","Canada",5,0,0,2020-02-05
"282","Finland",1,0,0,2020-02-05
"283","France",6,0,0,2020-02-05
"284","Germany",12,0,0,2020-02-05
"285","Hong Kong",21,1,0,2020-02-05
"286","India",3,0,0,2020-02-05
"287","Italy",2,0,0,2020-02-05
"288","Japan",22,0,1,2020-02-05
"289","Macau",10,0,0,2020-02-05
"290","Mainland China",27409,562,1115,2020-02-05
"291","Malaysia",12,0,0,2020-02-05
"292","Nepal",1,0,0,2020-02-05
"293","Philippines",2,1,0,2020-02-05
"294","Russia",2,0,0,2020-02-05
"295","Singapore",28,0,0,2020-02-05
"296","South Korea",19,0,0,2020-02-05
"297","Spain",1,0,0,2020-02-05
"298","Sri Lanka",1,0,0,2020-02-05
"299","Sweden",1,0,0,2020-02-05
"300","Taiwan",11,0,0,2020-02-05
"301","Thailand",25,0,5,2020-02-05
"302","UK",2,0,0,2020-02-05
"303","United Arab Emirates",5,0,0,2020-02-05
"304","US",12,0,0,2020-02-05
"305","Vietnam",8,0,1,2020-02-05
"306","Australia",14,0,2,2020-02-06
"307","Belgium",1,0,0,2020-02-06
"308","Cambodia",1,0,0,2020-02-06
"309","Canada",5,0,0,2020-02-06
"310","Finland",1,0,0,2020-02-06
"311","France",6,0,0,2020-02-06
"312","Germany",12,0,0,2020-02-06
"313","Hong Kong",24,1,0,2020-02-06
"314","India",3,0,0,2020-02-06
"315","Italy",2,0,0,2020-02-06
"316","Japan",45,0,1,2020-02-06
"317","Macau",10,0,1,2020-02-06
"318","Mainland China",30553,632,1476,2020-02-06
"319","Malaysia",12,0,0,2020-02-06
"320","Nepal",1,0,0,2020-02-06
"321","Philippines",2,1,0,2020-02-06
"322","Russia",2,0,0,2020-02-06
"323","Singapore",28,0,0,2020-02-06
"324","South Korea",23,0,0,2020-02-06
"325","Spain",1,0,0,2020-02-06
"326","Sri Lanka",1,0,0,2020-02-06
"327","Sweden",1,0,0,2020-02-06
"328","Taiwan",16,0,1,2020-02-06
"329","Thailand",25,0,5,2020-02-06
"330","UK",2,0,0,2020-02-06
"331","United Arab Emirates",5,0,0,2020-02-06
"332","US",12,0,0,2020-02-06
"333","Vietnam",10,0,1,2020-02-06
"334","Australia",15,0,2,2020-02-07
"335","Belgium",1,0,0,2020-02-07
"336","Cambodia",1,0,0,2020-02-07
"337","Canada",7,0,0,2020-02-07
"338","Finland",1,0,0,2020-02-07
"339","France",6,0,0,2020-02-07
"340","Germany",13,0,0,2020-02-07
"341","Hong Kong",25,1,0,2020-02-07
"342","India",3,0,0,2020-02-07
"343","Italy",3,0,0,2020-02-07
"344","Japan",25,0,1,2020-02-07
"345","Macau",10,0,1,2020-02-07
"346","Mainland China",34075,717,1998,2020-02-07
"347","Malaysia",12,0,1,2020-02-07
"348","Nepal",1,0,0,2020-02-07
"349","Others",61,0,0,2020-02-07
"350","Philippines",3,1,0,2020-02-07
"351","Russia",2,0,0,2020-02-07
"352","Singapore",30,0,0,2020-02-07
"353","South Korea",24,0,1,2020-02-07
"354","Spain",1,0,0,2020-02-07
"355","Sri Lanka",1,0,0,2020-02-07
"356","Sweden",1,0,0,2020-02-07
"357","Taiwan",16,0,1,2020-02-07
"358","Thailand",25,0,5,2020-02-07
"359","UK",3,0,0,2020-02-07
"360","United Arab Emirates",5,0,0,2020-02-07
"361","US",12,0,0,2020-02-07
"362","Vietnam",10,0,1,2020-02-07
"363","Australia",15,0,2,2020-02-08
"364","Belgium",1,0,0,2020-02-08
"365","Cambodia",1,0,0,2020-02-08
"366","Canada",7,0,0,2020-02-08
"367","Finland",1,0,0,2020-02-08
"368","France",11,0,0,2020-02-08
"369","Germany",13,0,0,2020-02-08
"370","Hong Kong",26,1,0,2020-02-08
"371","India",3,0,0,2020-02-08
"372","Italy",3,0,0,2020-02-08
"373","Japan",25,0,1,2020-02-08
"374","Macau",10,0,1,2020-02-08
"375","Mainland China",36778,804,2595,2020-02-08
"376","Malaysia",16,0,1,2020-02-08
"377","Nepal",1,0,0,2020-02-08
"378","Others",61,0,0,2020-02-08
"379","Philippines",3,1,0,2020-02-08
"380","Russia",2,0,0,2020-02-08
"381","Singapore",33,0,2,2020-02-08
"382","South Korea",24,0,1,2020-02-08
"383","Spain",1,0,0,2020-02-08
"384","Sri Lanka",1,0,1,2020-02-08
"385","Sweden",1,0,0,2020-02-08
"386","Taiwan",17,0,1,2020-02-08
"387","Thailand",32,0,10,2020-02-08
"388","UK",3,0,0,2020-02-08
"389","United Arab Emirates",7,0,0,2020-02-08
"390","US",12,0,0,2020-02-08
"391","Vietnam",13,0,1,2020-02-08
"392","Australia",15,0,2,2020-02-09
"393","Belgium",1,0,0,2020-02-09
"394","Cambodia",1,0,0,2020-02-09
"395","Canada",7,0,0,2020-02-09
"396","Finland",1,0,0,2020-02-09
"397","France",11,0,0,2020-02-09
"398","Germany",14,0,0,2020-02-09
"399","Hong Kong",29,1,0,2020-02-09
"400","India",3,0,0,2020-02-09
"401","Italy",3,0,0,2020-02-09
"402","Japan",26,0,1,2020-02-09
"403","Macau",10,0,1,2020-02-09
"404","Mainland China",39790,904,3218,2020-02-09
"405","Malaysia",16,0,1,2020-02-09
"406","Nepal",1,0,0,2020-02-09
"407","Others",64,0,0,2020-02-09
"408","Philippines",3,1,0,2020-02-09
"409","Russia",2,0,0,2020-02-09
"410","Singapore",40,0,2,2020-02-09
"411","South Korea",25,0,3,2020-02-09
"412","Spain",2,0,0,2020-02-09
"413","Sri Lanka",1,0,1,2020-02-09
"414","Sweden",1,0,0,2020-02-09
"415","Taiwan",18,0,1,2020-02-09
"416","Thailand",32,0,10,2020-02-09
"417","UK",3,0,0,2020-02-09
"418","United Arab Emirates",7,0,0,2020-02-09
"419","US",12,0,3,2020-02-09
"420","Vietnam",13,0,1,2020-02-09
"421","Australia",15,0,2,2020-02-10
"422","Belgium",1,0,0,2020-02-10
"423","Cambodia",1,0,0,2020-02-10
"424","Canada",7,0,0,2020-02-10
"425","Finland",1,0,0,2020-02-10
"426","France",11,0,0,2020-02-10
"427","Germany",14,0,0,2020-02-10
"428","Hong Kong",38,1,0,2020-02-10
"429","India",3,0,0,2020-02-10
"430","Italy",3,0,0,2020-02-10
"431","Japan",26,0,4,2020-02-10
"432","Macau",10,0,1,2020-02-10
"433","Mainland China",42306,1011,3917,2020-02-10
"434","Malaysia",18,0,1,2020-02-10
"435","Nepal",1,0,0,2020-02-10
"436","Others",135,0,0,2020-02-10
"437","Philippines",3,1,0,2020-02-10
"438","Russia",2,0,0,2020-02-10
"439","Singapore",45,0,2,2020-02-10
"440","South Korea",27,0,3,2020-02-10
"441","Spain",2,0,0,2020-02-10
"442","Sri Lanka",1,0,1,2020-02-10
"443","Sweden",1,0,0,2020-02-10
"444","Taiwan",18,0,1,2020-02-10
"445","Thailand",32,0,10,2020-02-10
"446","UK",8,0,0,2020-02-10
"447","United Arab Emirates",8,0,0,2020-02-10
"448","US",12,0,3,2020-02-10
"449","Vietnam",14,0,1,2020-02-10
"450","Australia",15,0,2,2020-02-11
"451","Belgium",1,0,0,2020-02-11
"452","Cambodia",1,0,0,2020-02-11
"453","Canada",7,0,0,2020-02-11
"454","Finland",1,0,0,2020-02-11
"455","France",11,0,0,2020-02-11
"456","Germany",16,0,0,2020-02-11
"457","Hong Kong",49,1,0,2020-02-11
"458","India",3,0,0,2020-02-11
"459","Italy",3,0,0,2020-02-11
"460","Japan",26,0,9,2020-02-11
"461","Macau",10,0,1,2020-02-11
"462","Mainland China",44327,1111,4635,2020-02-11
"463","Malaysia",18,0,3,2020-02-11
"464","Nepal",1,0,0,2020-02-11
"465","Others",135,0,0,2020-02-11
"466","Philippines",3,1,0,2020-02-11
"467","Russia",2,0,0,2020-02-11
"468","Singapore",47,0,9,2020-02-11
"469","South Korea",28,0,3,2020-02-11
"470","Spain",2,0,0,2020-02-11
"471","Sri Lanka",1,0,1,2020-02-11
"472","Sweden",1,0,0,2020-02-11
"473","Taiwan",18,0,1,2020-02-11
"474","Thailand",33,0,10,2020-02-11
"475","UK",8,0,0,2020-02-11
"476","United Arab Emirates",8,0,0,2020-02-11
"477","US",13,0,3,2020-02-11
"478","Vietnam",15,0,6,2020-02-11
"479","Australia",15,0,2,2020-02-12
"480","Belgium",1,0,0,2020-02-12
"481","Cambodia",1,0,1,2020-02-12
"482","Canada",7,0,1,2020-02-12
"483","Finland",1,0,1,2020-02-12
"484","France",11,0,2,2020-02-12
"485","Germany",16,0,0,2020-02-12
"486","Hong Kong",50,1,1,2020-02-12
"487","India",3,0,0,2020-02-12
"488","Italy",3,0,0,2020-02-12
"489","Japan",28,0,9,2020-02-12
"490","Macau",10,0,2,2020-02-12
"491","Mainland China",44699,1116,5079,2020-02-12
"492","Malaysia",18,0,3,2020-02-12
"493","Nepal",1,0,1,2020-02-12
"494","Others",175,0,0,2020-02-12
"495","Philippines",3,1,1,2020-02-12
"496","Russia",2,0,2,2020-02-12
"497","Singapore",50,0,15,2020-02-12
"498","South Korea",28,0,7,2020-02-12
"499","Spain",2,0,0,2020-02-12
"500","Sri Lanka",1,0,1,2020-02-12
"501","Sweden",1,0,0,2020-02-12
"502","Taiwan",18,0,1,2020-02-12
"503","Thailand",33,0,10,2020-02-12
"504","UK",9,0,1,2020-02-12
"505","United Arab Emirates",8,0,1,2020-02-12
"506","US",13,0,3,2020-02-12
"507","Vietnam",15,0,6,2020-02-12
"508","Australia",15,0,8,2020-02-13
"509","Belgium",1,0,0,2020-02-13
"510","Cambodia",1,0,1,2020-02-13
"511","Canada",7,0,1,2020-02-13
"512","Finland",1,0,1,2020-02-13
"513","France",11,0,2,2020-02-13
"514","Germany",16,0,1,2020-02-13
"515","Hong Kong",53,1,1,2020-02-13
"516","India",3,0,0,2020-02-13
"517","Italy",3,0,0,2020-02-13
"518","Japan",28,1,9,2020-02-13
"519","Macau",10,0,3,2020-02-13
"520","Mainland China",59832,1368,6213,2020-02-13
"521","Malaysia",19,0,3,2020-02-13
"522","Nepal",1,0,1,2020-02-13
"523","Others",175,0,0,2020-02-13
"524","Philippines",3,1,1,2020-02-13
"525","Russia",2,0,2,2020-02-13
"526","Singapore",58,0,15,2020-02-13
"527","South Korea",28,0,7,2020-02-13
"528","Spain",2,0,0,2020-02-13
"529","Sri Lanka",1,0,1,2020-02-13
"530","Sweden",1,0,0,2020-02-13
"531","Taiwan",18,0,1,2020-02-13
"532","Thailand",33,0,12,2020-02-13
"533","UK",9,0,1,2020-02-13
"534","United Arab Emirates",8,0,1,2020-02-13
"535","US",15,0,3,2020-02-13
"536","Vietnam",16,0,7,2020-02-13
"537","Australia",15,0,8,2020-02-14
"538","Belgium",1,0,0,2020-02-14
"539","Cambodia",1,0,1,2020-02-14
"540","Canada",7,0,1,2020-02-14
"541","Egypt",1,0,0,2020-02-14
"542","Finland",1,0,1,2020-02-14
"543","France",11,0,2,2020-02-14
"544","Germany",16,0,1,2020-02-14
"545","Hong Kong",56,1,1,2020-02-14
"546","India",3,0,0,2020-02-14
"547","Italy",3,0,0,2020-02-14
"548","Japan",29,1,9,2020-02-14
"549","Macau",10,0,3,2020-02-14
"550","Mainland China",66292,1520,7973,2020-02-14
"551","Malaysia",19,0,3,2020-02-14
"552","Nepal",1,0,1,2020-02-14
"553","Others",218,0,0,2020-02-14
"554","Philippines",3,1,1,2020-02-14
"555","Russia",2,0,2,2020-02-14
"556","Singapore",67,0,17,2020-02-14
"557","South Korea",28,0,7,2020-02-14
"558","Spain",2,0,0,2020-02-14
"559","Sri Lanka",1,0,1,2020-02-14
"560","Sweden",1,0,0,2020-02-14
"561","Taiwan",18,0,2,2020-02-14
"562","Thailand",33,0,12,2020-02-14
"563","UK",9,0,1,2020-02-14
"564","United Arab Emirates",8,0,1,2020-02-14
"565","US",15,0,3,2020-02-14
"566","Vietnam",16,0,7,2020-02-14
"567","Australia",15,0,8,2020-02-15
"568","Belgium",1,0,0,2020-02-15
"569","Cambodia",1,0,1,2020-02-15
"570","Canada",7,0,1,2020-02-15
"571","Egypt",1,0,0,2020-02-15
"572","Finland",1,0,1,2020-02-15
"573","France",12,1,4,2020-02-15
"574","Germany",16,0,1,2020-02-15
"575","Hong Kong",56,1,1,2020-02-15
"576","India",3,0,0,2020-02-15
"577","Italy",3,0,0,2020-02-15
"578","Japan",43,1,12,2020-02-15
"579","Macau",10,0,3,2020-02-15
"580","Mainland China",68347,1662,9294,2020-02-15
"581","Malaysia",22,0,7,2020-02-15
"582","Nepal",1,0,1,2020-02-15
"583","Others",285,0,0,2020-02-15
"584","Philippines",3,1,1,2020-02-15
"585","Russia",2,0,2,2020-02-15
"586","Singapore",72,0,18,2020-02-15
"587","South Korea",28,0,9,2020-02-15
"588","Spain",2,0,2,2020-02-15
"589","Sri Lanka",1,0,1,2020-02-15
"590","Sweden",1,0,0,2020-02-15
"591","Taiwan",18,0,2,2020-02-15
"592","Thailand",33,0,12,2020-02-15
"593","UK",9,0,1,2020-02-15
"594","United Arab Emirates",8,0,3,2020-02-15
"595","US",15,0,3,2020-02-15
"596","Vietnam",16,0,7,2020-02-15
"597","Australia",15,0,8,2020-02-16
"598","Belgium",1,0,0,2020-02-16
"599","Cambodia",1,0,1,2020-02-16
"600","Canada",7,0,1,2020-02-16
"601","Egypt",1,0,0,2020-02-16
"602","Finland",1,0,1,2020-02-16
"603","France",12,1,4,2020-02-16
"604","Germany",16,0,1,2020-02-16
"605","Hong Kong",57,1,2,2020-02-16
"606","India",3,0,3,2020-02-16
"607","Italy",3,0,0,2020-02-16
"608","Japan",59,1,12,2020-02-16
"609","Macau",10,0,5,2020-02-16
"610","Mainland China",70446,1765,10748,2020-02-16
"611","Malaysia",22,0,7,2020-02-16
"612","Nepal",1,0,1,2020-02-16
"613","Others",355,0,0,2020-02-16
"614","Philippines",3,1,1,2020-02-16
"615","Russia",2,0,2,2020-02-16
"616","Singapore",75,0,18,2020-02-16
"617","South Korea",29,0,9,2020-02-16
"618","Spain",2,0,2,2020-02-16
"619","Sri Lanka",1,0,1,2020-02-16
"620","Sweden",1,0,0,2020-02-16
"621","Taiwan",20,1,2,2020-02-16
"622","Thailand",34,0,14,2020-02-16
"623","UK",9,0,8,2020-02-16
"624","United Arab Emirates",9,0,4,2020-02-16
"625","US",15,0,3,2020-02-16
"626","Vietnam",16,0,7,2020-02-16
"627","Australia",15,0,10,2020-02-17
"628","Belgium",1,0,1,2020-02-17
"629","Cambodia",1,0,1,2020-02-17
"630","Canada",8,0,1,2020-02-17
"631","Egypt",1,0,0,2020-02-17
"632","Finland",1,0,1,2020-02-17
"633","France",12,1,4,2020-02-17
"634","Germany",16,0,1,2020-02-17
"635","Hong Kong",60,1,2,2020-02-17
"636","India",3,0,3,2020-02-17
"637","Italy",3,0,0,2020-02-17
"638","Japan",66,1,12,2020-02-17
"639","Macau",10,0,5,2020-02-17
"640","Mainland China",72364,1863,12455,2020-02-17
"641","Malaysia",22,0,7,2020-02-17
"642","Nepal",1,0,1,2020-02-17
"643","Others",454,0,0,2020-02-17
"644","Philippines",3,1,1,2020-02-17
"645","Russia",2,0,2,2020-02-17
"646","Singapore",77,0,24,2020-02-17
"647","South Korea",30,0,10,2020-02-17
"648","Spain",2,0,2,2020-02-17
"649","Sri Lanka",1,0,1,2020-02-17
"650","Sweden",1,0,0,2020-02-17
"651","Taiwan",22,1,2,2020-02-17
"652","Thailand",35,0,15,2020-02-17
"653","UK",9,0,8,2020-02-17
